field_id,year,field_name,crop_name,sowing_date,harvesting_date,productivity,previous_crop_name,enrich_error,cropwise_error,weather_error,soil_error,coord_source,season_duration_days,local_ndvi_missing,local_ndvi_is_ndvi_like,local_ndvi_count,local_ndvi_mean,local_ndvi_std,local_ndvi_min,local_ndvi_max,local_ndvi_first,local_ndvi_last,local_ndvi_trend,local_ndvi_l8_missing,local_ndvi_l8_is_ndvi_like,local_ndvi_l8_count,local_ndvi_l8_mean,local_ndvi_l8_std,local_ndvi_l8_min,local_ndvi_l8_max,local_ndvi_l8_first,local_ndvi_l8_last,local_ndvi_l8_trend,local_ndvi_ps8_missing,local_ndvi_ps8_is_ndvi_like,local_ndvi_ps8_count,local_ndvi_ps8_mean,local_ndvi_ps8_std,local_ndvi_ps8_min,local_ndvi_ps8_max,local_ndvi_ps8_first,local_ndvi_ps8_last,local_ndvi_ps8_trend,local_ndvi_s2a_missing,local_ndvi_s2a_is_ndvi_like,local_ndvi_s2a_count,local_ndvi_s2a_mean,local_ndvi_s2a_std,local_ndvi_s2a_min,local_ndvi_s2a_max,local_ndvi_s2a_first,local_ndvi_s2a_last,local_ndvi_s2a_trend,local_ndvi_s2b_missing,local_ndvi_s2b_is_ndvi_like,local_ndvi_s2b_count,local_ndvi_s2b_mean,local_ndvi_s2b_std,local_ndvi_s2b_min,local_ndvi_s2b_max,local_ndvi_s2b_first,local_ndvi_s2b_last,local_ndvi_s2b_trend,local_ndvi_s2c_missing,local_ndvi_s2c_is_ndvi_like,local_ndvi_s2c_count,local_ndvi_s2c_mean,local_ndvi_s2c_std,local_ndvi_s2c_min,local_ndvi_s2c_max,local_ndvi_s2c_first,local_ndvi_s2c_last,local_ndvi_s2c_trend,local_soil_moisture_missing,local_soil_moisture_is_ndvi_like,local_soil_moisture_count,local_soil_moisture_mean,local_soil_moisture_std,local_soil_moisture_min,local_soil_moisture_max,local_soil_moisture_first,local_soil_moisture_last,local_soil_moisture_trend,local_temperature_missing,local_temperature_is_ndvi_like,local_temperature_count,local_temperature_mean,local_temperature_std,local_temperature_min,local_temperature_max,local_temperature_first,local_temperature_last,local_temperature_trend,centroid_lat,centroid_lon,field_area,season_weather_days,season_weather_tmean_mean,season_weather_tmean_min,season_weather_tmean_max,season_weather_tmean_std,season_weather_tmin_min,season_weather_tmax_max,season_weather_precip_sum,season_weather_precip_mean,season_weather_rain_sum,season_weather_radiation_sum,season_weather_radiation_mean,season_weather_et0_sum,season_weather_et0_mean,season_weather_gdd_base5_sum,season_weather_heat_days,season_weather_dry_days,season_weather_frost_days
231,2024,Давыдкин увал левый,Пшеница яровая,2024-05-13,2024-09-09,38.06383,Подсолнечник,,,,,cropwise,119,False,True,60,0.5573999999999999,0.19710125993170785,0.236,0.79,0.264,0.236,-0.0026743539872186722,True,True,0,,,,,,,,False,True,35,0.5758,0.201700598483424,0.245,0.803,0.245,0.278,-0.007034733893557424,False,True,5,0.5980000000000001,0.15865055940651457,0.362,0.784,0.784,0.362,-0.1082,False,True,7,0.6372857142857143,0.19606829297518782,0.282,0.778,0.282,0.38,0.007249999999999999,True,True,0,,,,,,,,False,False,120,0.7606458333333334,0.05731070819930212,0.665,0.875,0.771,0.80125,-0.0004900947982498785,False,False,73,27.211643835616442,4.3688618039700025,17.7,39.25,31.5,24.7,0.0009610638035295636,50.40004324130178,82.47247193312032,231.50464,120,18.1825,6.8,25.2,4.125685044127016,1.6,33.2,522.5,4.354166666666667,522.5,2504.95,20.87458333333333,478.56,3.988,1581.9,10,67,0
232,2024,Давыдкин увал правый,Пшеница яровая,2024-05-15,2024-09-13,33.303041,Подсолнечник,,,,,cropwise,121,False,True,62,0.5418709677419357,0.1966527547005674,0.248,0.786,0.248,0.258,-0.0028434942459268212,True,True,0,,,,,,,,False,True,33,0.5661212121212121,0.2042260716410241,0.241,0.794,0.241,0.262,-0.012913435828877006,False,True,6,0.39250000000000007,0.06952157938367051,0.256,0.444,0.426,0.256,-0.0326,False,True,7,0.6940000000000001,0.1340362424335832,0.368,0.763,0.745,0.368,-0.04457142857142858,True,True,0,,,,,,,,False,False,122,0.7614631147540982,0.0564900041220404,0.66675,0.875,0.737,0.76575,-0.00043320357807290314,False,False,74,27.17094594594595,4.685248607127659,14.4,39.75,37.4,14.4,-0.03276786375416513,50.401287684870475,82.45756497411755,296.88138,122,18.267213114754096,6.7,26.8,4.507015344464431,1.5,32.5,391.4,3.208196721311475,391.4,2529.32,20.732131147540986,496.39,4.068770491803279,1618.6,11,68,0
346,2022,Даниловское,Пшеница яровая,2022-05-13,2022-08-27,44.437838,Подсолнечник,,,,,cropwise,106,False,True,50,0.54176,0.19851161779603732,0.213,0.794,0.213,0.342,0.005711212484993998,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,107,0.671177570093458,0.04253256049789113,0.59625,0.7855,0.626,0.59625,-0.00024578263680714765,False,False,72,28.743750000000002,6.118028558081435,16.85,44.05,37.65,26.0,-0.14756977940703583,50.406784878455284,82.56764919953986,38.20264,107,18.778504672897196,8.2,27.3,3.7925166856225996,2.4,32.7,261.2,2.4411214953271028,261.2,2456.68,22.959626168224297,508.64,4.753644859813084,1474.3,11,69,0
325,2021,Дарственная,Пшеница яровая,2021-05-06,2021-08-20,35.964706,Подсолнечник,,,,,cropwise,106,False,True,49,0.4734897959183674,0.1616388166212988,0.229,0.697,0.231,0.28,0.005441632653061225,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,107,0.6482266355140186,0.05815255007537519,0.56275,0.789,0.58875,0.67975,0.0006186739552107211,False,False,62,33.00241935483871,6.7021507586657165,17.4,47.15,32.35,27.75,-0.165879731056886,50.10967355712173,82.89271141232635,18.45742,107,17.754205607476635,5.9,26.3,4.3988588234199755,-1.8,33.2,253.70000000000002,2.371028037383178,253.70000000000002,2398.28,22.413831775700938,469.65,4.389252336448598,1364.7,11,73,1
325,2023,Дарственная,Пшеница яровая,2023-05-08,2023-08-10,21.070588,Подсолнечник,,,,,cropwise,94,False,True,55,0.46378181818181813,0.13526441323424024,0.176,0.638,0.176,0.352,0.0012124819624819625,False,True,3,0.45166666666666666,0.24426397378428302,0.115,0.687,0.115,0.687,0.28600000000000003,False,True,49,0.4938979591836736,0.18294676876052418,0.18,0.72,0.18,0.263,0.0028429591836734696,False,True,11,0.419,0.14338441654897827,0.161,0.571,0.161,0.411,0.029672727272727274,False,True,11,0.5354545454545454,0.1506521361139711,0.297,0.713,0.341,0.297,-0.005745454545454547,True,True,0,,,,,,,,False,False,95,0.6140052631578948,0.051610484182599246,0.5485,0.76175,0.63975,0.552,-0.001163353863381859,False,False,66,34.705303030303035,5.985114925024281,18.2,48.2,43.65,28.55,-0.11002504957728838,50.10967355712173,82.89271141232635,18.45742,95,18.44,6.3,30.0,4.777984600446643,1.0,36.4,157.8,1.6610526315789476,157.3,2313.25,24.35,470.67,4.954421052631579,1276.8,15,74,0
1016,2023,Диф. 45/60/55,Пшеница яровая,2023-05-20,2023-08-26,17.746154,Рапс яровой,,,,,cropwise,98,False,True,40,0.43495000000000006,0.09883140948099445,0.293,0.614,0.3,0.332,0.005375234521575985,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,False,0,,,,,,,,False,False,60,33.873333333333335,5.516335337482263,18.8,45.3,31.7,30.0,-0.06479299805501532,54.998136583571,69.94219227863947,24.75721,99,19.939393939393938,8.9,31.2,4.750519762776377,5.2,39.1,150.6,1.5212121212121212,150.6,2124.03,21.454848484848487,480.43,4.852828282828283,1479.0,19,74,0
1016,2024,Диф. 45/60/55,Пшеница яровая,2024-05-22,2024-10-07,0.149254,Пшеница яровая,,,,,cropwise,138,False,True,40,0.5299250000000001,0.12946551423062436,0.354,0.742,0.498,0.354,-0.0051552532833020635,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,139,0.687019784172662,0.0517500135956278,0.53875,0.796,0.686,0.53875,0.00018378278743464834,False,False,84,21.595238095238095,5.748864375681281,9.0,33.85,27.3,10.9,-0.1867014275589754,54.998136583571,69.94219227863947,24.75721,139,15.520863309352519,4.8,25.2,5.069381566870293,-1.5,31.4,305.3,2.196402877697842,305.3,2430.04,17.48230215827338,441.5,3.176258992805755,1462.6,2,79,3
328,2021,Долгуша,Пшеница яровая,2021-05-07,2021-08-28,15.152941,Подсолнечник,,,,,cropwise,113,False,True,54,0.48440740740740745,0.08967771896331692,0.262,0.651,0.262,0.37,0.0012125786163522012,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,114,0.6559890350877193,0.05707813771672387,0.56675,0.7987500000000001,0.58475,0.61425,0.00037902533363034374,False,False,75,29.348666666666666,4.688012893421784,18.2,40.1,28.85,28.85,-0.04497012802275961,50.151895531093416,82.94106217042805,16.91419,114,17.566666666666666,5.8,25.9,4.214608401335549,-1.8,33.2,268.5,2.3552631578947367,268.5,2552.39,22.38938596491228,492.7,4.321929824561403,1432.6,11,79,1
387,2021,Дуга,Пшеница яровая,2021-05-23,2021-08-29,29.64625,Подсолнечник,,,,,cropwise,98,False,True,55,0.5821090909090909,0.12483016429275166,0.359,0.741,0.442,0.359,-0.0005481240981240981,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,99,0.6949065656565656,0.06029845369077232,0.61175,0.84675,0.6595,0.631,0.0003075726654298083,False,False,63,29.212698412698415,5.309081529494803,18.95,42.85,35.45,33.15,-0.11024625576036867,50.34339621437714,82.52015182859554,98.29078,99,18.615151515151517,7.6,26.6,3.884477361368264,3.6,33.0,238.1,2.405050505050505,238.1,2237.76,22.603636363636365,452.24,4.568080808080808,1347.9,10,73,0
387,2024,Дуга,Пшеница яровая,2024-05-08,2024-09-05,41.988,Подсолнечник,,,,,cropwise,120,False,True,58,0.5988103448275862,0.15521858412735823,0.29,0.785,0.41,0.29,-0.0009186071549417085,True,True,0,,,,,,,,False,True,47,0.590063829787234,0.19684051263680444,0.261,0.799,0.261,0.325,-0.0014635753931544868,False,True,5,0.602,0.14435096120220328,0.377,0.794,0.794,0.377,-0.10030000000000001,False,True,8,0.5805,0.19205988649377048,0.25,0.771,0.25,0.445,0.017404761904761906,True,True,0,,,,,,,,False,False,121,0.7620123966942149,0.057387653912044395,0.66575,0.88,0.80775,0.7925,-0.0005802042406178024,False,False,77,27.310389610389613,3.9529237713002052,17.75,36.7,29.9,24.8,-0.003592460171407539,50.34339621437714,82.52015182859554,98.29078,121,18.462809917355372,6.5,26.0,4.12451113519705,1.4,32.8,525.1,4.339669421487604,525.1,2579.77,21.320413223140495,503.67,4.1625619834710745,1629.0,10,65,0
339,2021,Дьячков,Пшеница яровая,2021-05-13,2021-09-15,41.225,Подсолнечник,,,,,cropwise,125,False,True,66,0.4766212121212121,0.1809484076103257,0.2,0.76,0.2,0.346,0.0015263751174198936,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,126,0.6467638888888889,0.051948332710342875,0.56375,0.7875,0.59175,0.631,9.624521934758172e-05,False,False,80,30.99125,6.581554598839092,18.2,48.2,33.6,28.3,-0.17041725269573374,50.10821758856812,82.84333820909193,24.78959,126,17.673015873015874,5.9,26.3,4.343183177216816,-1.8,33.2,268.4,2.13015873015873,268.4,2727.97,21.650555555555552,539.27,4.279920634920635,1596.8,12,90,1
339,2023,Дьячков,Пшеница яровая,2023-05-18,2023-09-10,14.583333,Подсолнечник,,,,,cropwise,115,False,True,65,0.3948923076923077,0.08755712387252337,0.212,0.519,0.213,0.414,0.0028064685314685314,False,True,2,0.381,0.097,0.284,0.478,0.284,0.478,0.194,False,True,48,0.4063125,0.11672656014699483,0.211,0.576,0.242,0.374,0.004597101606600087,False,True,15,0.4118,0.12342241827696188,0.231,0.632,0.231,0.349,0.018603571428571428,False,True,13,0.3792307692307692,0.08645421540299088,0.235,0.517,0.235,0.322,0.004631868131868133,True,True,0,,,,,,,,False,False,116,0.6327866379310345,0.0647000977180945,0.5479999999999999,0.80025,0.7325,0.7130000000000001,0.0005965238534578867,False,False,77,32.43246753246753,6.432904285596604,10.1,45.1,15.9,22.7,-0.14865003417634995,50.10821758856812,82.84333820909193,24.78959,116,18.34741379310345,6.8,30.0,4.447984068884592,1.8,36.4,268.9,2.318103448275862,268.4,2619.73,22.583879310344827,530.87,4.576465517241379,1548.3,17,86,0
339,2024,Дьячков,Пшеница яровая,2024-05-13,2024-09-12,36.233333,Пшеница яровая,,,,,cropwise,122,False,True,59,0.5676949152542373,0.1647186871801398,0.24,0.791,0.366,0.468,0.004243366452367036,True,True,0,,,,,,,,False,True,43,0.5569069767441861,0.21135023439597134,0.189,0.803,0.218,0.341,0.001719269102990033,False,True,8,0.536375,0.1966608358952031,0.214,0.799,0.214,0.346,-0.023154761904761904,False,True,11,0.5239999999999999,0.21362541558021178,0.213,0.801,0.213,0.354,-0.0005636363636363616,True,True,0,,,,,,,,False,False,123,0.7486747967479676,0.06805932771026556,0.6152500000000001,0.875,0.7907500000000001,0.70225,-0.0010864783119010459,False,False,79,27.769620253164565,4.121696358109191,14.45,39.65,31.0,14.45,-0.09014240506329113,50.10821758856812,82.84333820909193,24.78959,123,18.248780487804876,6.9,26.0,4.353642822954495,1.5,32.5,427.1,3.472357723577236,427.1,2556.12,20.781463414634146,496.87,4.03959349593496,1629.6,18,72,0
339,2025,Дьячков,Пшеница яровая,2025-05-15,2025-09-06,55.616667,Пшеница яровая,,,,,cropwise,114,False,True,62,0.5215645161290322,0.19465383840400127,0.215,0.797,0.218,0.303,0.0009450026441036489,True,True,0,,,,,,,,False,True,41,0.5132439024390244,0.20252091496782526,0.217,0.76,0.217,0.252,0.0008062717770034842,False,True,5,0.5536,0.21444495797290272,0.295,0.788,0.295,0.308,-0.014900000000000002,False,True,13,0.6090000000000001,0.16043306775963997,0.302,0.776,0.433,0.302,-0.021423076923076927,False,True,11,0.490909090909091,0.21133964673243807,0.225,0.731,0.225,0.267,-0.006290909090909086,False,False,115,0.7356739130434782,0.06208623187982917,0.61375,0.87625,0.7705,0.8325,0.00036370038664878103,False,False,32,29.917187499999997,4.153981700109396,22.2,37.7,33.15,24.0,-0.25789039589442814,50.10821758856812,82.84333820909193,24.78959,115,17.875652173913043,5.2,27.1,4.097349966573789,0.6,33.0,447.2,3.888695652173913,447.1,2531.85,22.01608695652174,482.35,4.194347826086957,1480.7,9,67,0
388,2022,Евтюшиха/Сафронкина/,Пшеница яровая,2021-09-02,2022-07-26,32.36,Пар,,,,,cropwise,327,False,True,55,0.5240909090909092,0.15369382464997478,0.215,0.714,0.215,0.493,0.008645670995670995,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,206,0.5449550970873785,0.15869205841387068,0.284,0.784,0.4225,0.6645,0.00219327921286811,False,False,133,10.143984962406018,20.176677369774847,-22.95,39.6,-20.75,26.9,0.4600016833127595,50.37472483051933,82.50835874563688,20.48706,328,3.5378048780487807,-22.5,27.3,12.119679020984158,-27.4,32.7,656.2,2.0006097560975613,354.9,4265.68,13.005121951219513,751.38,2.2907926829268295,1477.1,11,221,192
388,2025,Евтюшиха/Сафронкина/,Пшеница яровая,2025-05-13,2025-08-18,52.19,Подсолнечник,,,,,cropwise,97,False,True,55,0.600309090909091,0.15576530979501563,0.26,0.781,0.319,0.26,0.0025176046176046173,True,True,0,,,,,,,,False,True,34,0.5940294117647058,0.18630264519200024,0.269,0.795,0.269,0.394,0.009604125286478228,False,True,4,0.5045,0.0625559749344537,0.431,0.594,0.431,0.464,0.003400000000000014,False,True,12,0.6450833333333333,0.14565167256925757,0.32,0.764,0.598,0.32,-0.02856993006993007,False,True,7,0.5614285714285714,0.1408006261581624,0.294,0.712,0.294,0.515,0.037714285714285714,False,False,98,0.7812244897959184,0.049947274365839296,0.69875,0.891,0.80525,0.86525,0.00027232561253179803,False,False,31,28.740322580645167,3.7168626068066075,21.5,36.3,35.1,23.6,-0.19499999999999998,50.37472483051933,82.50835874563688,20.48706,98,18.378571428571426,5.2,27.6,4.093929054348746,1.2,32.8,308.9,3.1520408163265303,308.9,2255.31,23.013367346938775,437.8,4.467346938775511,1311.1,9,53,0
963,2025,Ерофеев,Пшеница яровая,2025-05-08,2025-09-10,49.848889,Ячмень яровой,,,,,cropwise,125,False,True,64,0.50525,0.2209599794080367,0.196,0.787,0.196,0.27,0.000275274725274726,True,True,0,,,,,,,,False,True,6,0.236,0.028343135559308424,0.202,0.275,0.202,0.271,0.015885714285714288,False,True,6,0.49733333333333335,0.20149414107831745,0.226,0.781,0.226,0.404,0.03565714285714285,False,True,15,0.5434666666666667,0.20642346981118426,0.222,0.746,0.222,0.269,-0.022564285714285714,False,True,11,0.4901818181818182,0.20510166799632817,0.206,0.732,0.206,0.264,0.008690909090909088,False,False,126,0.7531071428571426,0.06153428058468573,0.63025,0.88375,0.70625,0.87,0.00038088938882639657,False,False,34,28.83823529411765,5.116927772305333,19.1,37.4,37.4,24.0,-0.19420932009167305,50.16515173951051,82.8189680727127,45.06615,126,17.923809523809524,5.6,27.0,3.9631923274093426,1.5,33.3,456.1,3.61984126984127,456.1,2765.13,21.945476190476192,526.72,4.18031746031746,1628.4,10,70,0
444,2021,Ерофеев (архив),Пшеница яровая,2021-05-13,2021-08-30,35.126316,Пар,,,,,cropwise,109,False,True,57,0.5107719298245614,0.1528628576442066,0.255,0.738,0.255,0.432,0.004181747472128597,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,110,0.6599409090909092,0.056219394979853926,0.57425,0.80375,0.5972500000000001,0.61175,0.00033222279827784424,False,False,72,31.058333333333337,7.047640464092298,18.8,50.2,29.9,30.6,-0.1785484597080198,50.161409681968614,82.81945547484897,18.3158,110,18.266363636363636,6.6,25.9,4.005729471025386,0.1,33.5,260.8,2.370909090909091,260.8,2476.2,22.510909090909088,487.69,4.433545454545454,1459.3,14,77,0
319,2025,Ефимова,Пшеница яровая,2025-05-13,2025-08-27,47.133333,Подсолнечник,,,,,cropwise,106,False,True,60,0.5138333333333333,0.1981078970886544,0.229,0.787,0.229,0.248,-9.930536260072248e-05,True,True,0,,,,,,,,False,True,6,0.23466666666666666,0.012565384549980508,0.22,0.254,0.221,0.254,0.0072,False,True,6,0.4603333333333333,0.20676449297583846,0.212,0.721,0.212,0.258,0.02417142857142858,False,True,13,0.5438461538461539,0.16936798632828876,0.209,0.709,0.209,0.254,-0.0047637362637362604,False,True,8,0.52625,0.15439215491727554,0.239,0.682,0.34,0.239,-0.009095238095238097,False,False,107,0.7275490654205606,0.0558359416711506,0.61275,0.8322499999999999,0.80275,0.70075,5.9038186484844785e-05,False,False,32,32.0015625,5.3067098501419645,23.2,41.1,31.6,23.4,-0.3646902492668622,50.10827763553819,82.76101201755901,101.08251,107,18.913084112149534,6.3,27.2,3.7891651760305862,2.0,34.0,299.7,2.8009345794392524,299.7,2450.91,22.90570093457944,475.57,4.444579439252337,1488.7,12,67,0
628,2025,Журавли 1-2/313,Пшеница яровая,2025-06-01,2025-10-11,18.352982,Ячмень яровой,,,,,cropwise,132,False,True,51,0.5164117647058823,0.12825421698843742,0.311,0.726,0.369,0.369,-0.0019517647058823534,True,True,0,,,,,,,,False,True,14,0.4645000000000001,0.0991685073858776,0.339,0.661,0.339,0.466,0.01627032967032967,False,True,4,0.47225000000000006,0.10679273149423607,0.377,0.649,0.377,0.4,-0.011699999999999993,False,True,2,0.552,0.086,0.466,0.638,0.638,0.466,-0.172,False,True,2,0.5745,0.09350000000000003,0.481,0.668,0.668,0.481,-0.18700000000000006,False,False,133,0.708610902255639,0.04300093343030665,0.583,0.802,0.67525,0.6859999999999999,0.00020543939563970982,False,False,19,29.22631578947368,4.888557219645761,20.95,35.8,34.65,24.4,-0.3942982456140351,55.0455253211204,69.85898779837113,313.21983,133,15.556390977443609,0.4,26.3,5.377876616264845,-3.8,31.9,338.4,2.544360902255639,338.3,2300.44,17.29654135338346,420.39,3.1608270676691728,1428.7,2,84,10
347,2022,За Боярчихой,Пшеница яровая,2021-09-10,2022-07-27,27.738983,Пар,,,,,cropwise,320,False,True,54,0.5079259259259259,0.14783096601534995,0.202,0.69,0.202,0.488,0.007805755669906614,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,207,0.5452886473429952,0.1583073520379942,0.28375,0.78325,0.42175,0.648,0.0021764071987531255,False,False,137,10.553284671532847,20.064288285244874,-22.75,38.2,-19.95,34.1,0.4448226053353744,50.365686579093584,82.48829884180915,57.39978,321,3.2283489096573206,-22.5,27.3,12.047860427794134,-27.4,32.7,648.8,2.021183800623053,347.5,4137.71,12.89006230529595,721.84,2.248722741433022,1388.0,10,215,192
347,2025,За Боярчихой,Пшеница яровая,2025-05-14,2025-08-17,40.764912,Подсолнечник,,,,,cropwise,95,False,True,50,0.5970799999999999,0.15550560632980406,0.307,0.762,0.325,0.428,0.0055465066026410565,True,True,0,,,,,,,,False,True,34,0.5768235294117647,0.18958848168478815,0.289,0.807,0.289,0.302,0.008525286478227654,False,True,4,0.62575,0.18026698949058867,0.442,0.806,0.449,0.442,-0.0020999999999999908,False,True,10,0.669,0.12779045347755832,0.424,0.779,0.623,0.424,-0.028957575757575762,False,True,7,0.5851428571428572,0.1514467644057792,0.314,0.72,0.314,0.477,0.03660714285714285,False,False,96,0.7801666666666667,0.04917380774411877,0.69975,0.8915,0.78525,0.824,0.00027387750949538794,False,False,31,28.470967741935485,3.9218119206426643,20.2,35.5,34.1,23.1,-0.0593346774193548,50.365686579093584,82.48829884180915,57.39978,96,18.408333333333335,5.2,27.6,4.130039009770032,1.2,32.8,302.4,3.15,302.4,2210.11,23.021979166666668,428.56,4.464166666666666,1287.2,9,52,0
330,2021,За мостом МЛ,Пшеница яровая,2021-05-21,2021-09-05,34.681379,Подсолнечник,,,,,cropwise,107,False,True,62,0.4651612903225806,0.1677492554234124,0.275,0.732,0.29,0.278,-0.0019047619047619043,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,108,0.6440277777777778,0.05421425616005124,0.5595,0.7805,0.65225,0.6347499999999999,0.0002603508721788752,False,False,71,30.847183098591543,6.220082691153291,13.9,47.65,26.2,33.3,-0.15018443997317238,50.07710921311498,82.83572119746455,210.822,108,18.701851851851853,7.4,26.6,3.753837085828448,1.8,33.8,229.4,2.1240740740740742,229.4,2408.78,22.30351851851852,477.75,4.423611111111111,1479.8,17,79,0
330,2024,За мостом МЛ,Пшеница яровая,2024-05-15,2024-09-12,33.73384,Подсолнечник,,,,,cropwise,120,False,True,65,0.5889846153846153,0.16018244331988757,0.308,0.805,0.308,0.346,-0.0014824300699300698,True,True,0,,,,,,,,False,True,40,0.5817249999999999,0.17767259038748776,0.238,0.782,0.239,0.266,-0.003983395872420263,False,True,6,0.5531666666666667,0.16594619275201491,0.27,0.772,0.772,0.27,-0.09522857142857144,False,True,7,0.5198571428571428,0.22067651086823806,0.237,0.767,0.237,0.448,0.03803571428571429,True,True,0,,,,,,,,False,False,121,0.7432871900826447,0.06906693409651823,0.61075,0.871,0.7597499999999999,0.6955,-0.0011350325159192518,False,False,81,27.246913580246915,3.8652403633675494,17.1,35.85,33.6,17.1,-0.04369579945799458,50.07710921311498,82.83572119746455,210.822,121,18.823966942148758,7.8,26.9,4.31428579828926,1.4,33.1,443.4,3.6644628099173553,443.4,2513.88,20.77586776859504,493.77,4.0807438016528925,1672.7,21,74,0
390,2021,За мостом СК,Пшеница яровая,2021-05-23,2021-08-26,32.039286,Подсолнечник,,,,,cropwise,95,False,True,46,0.5857173913043477,0.14401655445959016,0.326,0.757,0.38,0.326,-0.0007617021276595742,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,96,0.6998645833333333,0.06109691665564138,0.61225,0.8525,0.6615,0.65125,0.0005062330439500815,False,False,59,29.414406779661014,4.915049966532727,20.2,42.55,33.6,31.05,-0.15013150204558737,50.34044067678589,82.56117605737396,56.03177,96,18.58125,7.6,26.6,3.9338359274589307,3.6,33.0,238.1,2.480208333333333,238.1,2172.21,22.6271875,438.16,4.564166666666667,1303.8,10,70,0
390,2022,За мостом СК,Пшеница яровая,2021-09-05,2022-07-27,24.207143,Пшеница яровая,,,,,cropwise,325,False,True,54,0.45564814814814814,0.15961935710695402,0.193,0.645,0.193,0.421,0.00772544311034877,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,True,True,0,,,,,,,,False,False,207,0.5476256038647342,0.159349337233668,0.28325,0.79375,0.42525,0.65575,0.0022012225893214706,False,False,135,10.771851851851855,20.91457635186647,-23.9,39.8,-23.9,36.6,0.47699322017364154,50.34044067678589,82.56117605737396,56.03177,326,3.479754601226994,-22.5,27.3,12.139352725839881,-27.4,32.7,656.2,2.0128834355828222,354.9,4232.31,12.98254601226994,743.71,2.281319018404908,1461.1,11,219,192
390,2025,За мостом СК,Пшеница яровая,2025-05-08,2025-08-17,48.682143,Подсолнечник,,,,,cropwise,101,False,True,50,0.55162,0.18723032767156075,0.269,0.792,0.276,0.269,0.003260072028811525,True,True,0,,,,,,,,False,True,34,0.5508823529411766,0.19839173439641233,0.224,0.812,0.224,0.268,0.004047364400305576,False,True,4,0.6224999999999999,0.19325695330310885,0.39,0.817,0.473,0.39,-0.0242,False,True,10,0.5865000000000001,0.2014841184808371,0.251,0.79,0.251,0.264,-0.018454545454545453,False,True,6,0.5743333333333333,0.18075827935548502,0.23,0.706,0.23,0.437,0.026685714285714292,False,False,102,0.7836544117647057,0.04973383869086006,0.7005,0.895,0.738,0.833,0.0002774609699690699,False,False,32,29.171875,3.70896164503962,23.4,35.4,35.35,24.55,-0.06715542521994135,50.34044067678589,82.56117605737396,56.03177,102,18.327450980392157,5.2,27.6,4.085271413517942,1.2,32.8,320.7,3.1441176470588235,320.7,2343.94,22.979803921568628,456.22,4.472745098039216,1359.4,9,55,0
821,2023,За Самодуровкой 50/101,Пшеница яровая,2023-05-19,2023-09-17,26.428571,Горох,,,,,cropwise,121,False,True,44,0.5030227272727275,0.15780316977983044,0.225,0.728,0.225,0.356,0.004856025369978859,False,True,2,0.441,0.05199999999999999,0.389,0.493,0.389,0.493,0.10399999999999998,False,True,41,0.4234634146341463,0.17301263136756959,0.24,0.749,0.24,0.272,-0.0001745644599303132,False,True,7,0.2797142857142857,0.04518126756494899,0.231,0.335,0.231,0.238,0.00975,False,True,8,0.456,0.17289809137176732,0.248,0.672,0.296,0.248,0.0028809523809523816,True,True,0,,,,,,,,False,False,122,0.5353053278688525,0.06533406048393696,0.435,0.678,0.457,0.59425,0.0012418578023336122,False,False,73,30.00342465753424,7.417252790397013,12.4,46.9,29.4,24.1,-0.20508916450697273,55.10139551051794,69.9118505512638,100.71327,122,18.57049180327869,8.8,31.3,5.167278646501324,3.8,38.7,225.4,1.8475409836065575,225.4,2426.23,19.887131147540984,538.29,4.412213114754098,1655.6,19,84,0
